postal_code,rooms,area,garden_area,price
2352,3,100,220,650000
7091,24,913,3000,2200000
2752,0,183000,0,4400000
2751,2,60,0,290000
7111,0,976,0,395000
7093,22,730,0,1200000
1170,0,1500,0,3795000
3240,9,274,400,398000
9360,6,100,0,680000
9020,2,60,0,179000
2870,0,270,160,269000
2821,9,240,409,389000
7212,6,150,100,429000
2013,0,422,0,1375000
1210,0,1350,0,6200000
8380,2,60,0,180300
8380,2,56,0,173120
8380,2,56,0,173300
8380,2,49,0,158980
8380,3,93,0,280320
1110,2,58,0,31480014
8010,5,111,60,399900
8010,5,111,0,399900
1110,3,70,0,36700039
4262,0,460,0,475000
2700,0,160,0,449000
8062,0,1255,0,275000
9587,7,270,0,499900
9300,4,84,0,246800
1220,3,79,0,389000
1180,5,115,0,909900
1160,2,62,0,359000
1160,2,57,0,340000
1160,2,52,0,325000
1160,3,66,0,385000
1090,2,54,0,399000
1090,2,54,0,399000
1220,2,46,0,225000
1220,4,86,0,452000
1220,3,86,0,427800
9073,4,93,0,421100
1210,2,62,0,283020
1210,2,62,0,318000
2481,4,470,0,708000
6555,4,255,0,1995000
1220,5,145,96,689000
1220,5,151,71,698000
1220,5,145,48,669000
6361,3,104,0,560000
8401,4,93,1251,560000
1030,1,30,0,199500
2481,4,106,0,0
8793,0,0,0,0
1210,2,0,0,0
1220,2,52,0,0
9150,0,0,0,0
7423,0,0,0,0
4055,0,190,0,545000
8050,4,125,0,0
3441,4,112,0,0
4722,0,400,0,0
4901,0,800,0,0
3001,3,75,0,295000
2325,0,0,0,0
3292,0,460,0,0
5142,0,0,0,0
9862,0,0,0,0
8401,3,70,0,251716
8401,2,46,0,163000
8401,3,72,0,251752
8401,4,78,0,280835
8401,2,46,0,164469
8401,2,46,0,163257
7201,2,68,0,149000
4802,0,0,0,850000
1230,2,57,0,220000
3012,4,115,137,485000
1220,2,49,0,294800
1050,2,53,0,239000
2853,0,802,0,100000
1170,3,50,0,269000
7083,5,161,0,720000
1120,0,563,0,2200000
5101,3,94,0,750000
1180,3,116,0,1029000
1180,3,85,0,725000
1180,3,85,0,686000
1020,4,137,0,820000
1180,2,59,0,519000
3400,4,114,0,842487
4810,3,94,0,289000
8020,2,33,0,156000
4050,3,82,0,299000
2230,0,0,0,330000
5431,4,89,0,459000
4443,4,132,0,475000
1020,2,60,0,370000
4170,3,82,0,249000
6900,3,74,0,320000
8020,0,405,0,1100000
3541,2,72,0,0
2340,0,0,0,656000
1180,4,115,0,910000
8045,0,0,0,149000
8052,3,0,0,229000
3423,0,0,0,1200000
3602,0,0,0,350000
8940,5,146,0,490000
2120,3,74,0,285000
4020,25,56,0,259000
4020,25,56,0,259000
1200,2,52,0,357900
1200,3,91,0,927200
1200,3,75,0,702400
1200,3,84,0,827000
8232,0,68,0,0
9601,4,108,0,695000
5020,1,28,0,199500
4020,220,51,0,0
4210,44,120,0,0
8280,6,170,0,898000
8020,2,40,0,145050
9063,2,63,0,164500
8570,5,118,189,397000
8570,0,2105,0,0
8020,4,89,0,265000
8301,3,72,0,265350
8301,4,100,0,388200
8301,3,88,0,335750
8052,3,90,0,360000
8570,5,118,74,380000
8054,5,141,200,699000
8523,4,87,0,204900
8523,3,90,0,259000
8262,5,110,0,300000
8570,5,118,212,397000
8055,0,62,0,109000
8570,5,118,76,380000
8570,5,118,79,380000
8052,5,90,0,465000
8141,7,389,295,1500000
8570,5,118,67,380000
8523,0,173,0,409800
8301,3,85,0,326400
8301,4,86,0,333200
8301,4,116,0,424400
8103,3,74,0,230000
8301,3,64,0,233700
8301,2,56,0,208600
8055,1,36,0,99000
8052,3,65,0,245000
8501,5,122,0,520000
8041,14,269,0,899000
8020,0,426,0,1100000
8055,4,115,464,395000
8184,8,220,0,249000
8301,4,88,0,308000
8301,4,111,0,388500
8020,25,67,0,220000
8301,3,86,0,301000
8301,4,84,0,294000
8301,3,73,0,255500
1110,3,84,0,460000
9020,0,59,0,295000
2263,5,168,0,449000
2263,5,168,0,449000
9601,44,123,0,0
9546,3,95,0,379000
8472,5,550,0,429000
2500,35,73,0,335000
2393,0,1172,0,596000
3011,4,96,0,355000
1190,6,210,0,2680000
1010,5,285,0,0
2201,5,145,0,612000
4860,0,68,0,210000
4863,0,68,0,210000
9872,2,72,0,485000
1170,2,54,0,220000
1190,3,84,0,698000
1030,3,78,0,646000
1190,3,58,0,493000
5450,15,330,0,49900002
6820,45,118,0,699000
6020,35,72,0,860000
1230,4,110,0,439000
9872,2,43,0,330000
6511,8,244,0,1750000
9872,3,165,0,1280000
9544,0,520,0,985000
9872,4,152,0,1295000
9872,3,155,0,1285000
1030,3,78,0,574000
5166,44,103,0,0
1070,0,0,0,35000
6651,20,1000,0,0
1140,0,998,0,1300000
2700,3,427,0,279900
1030,2,64,0,459580
9800,3,78,0,285000
4632,5,138,0,0
1190,2,81,0,750000
1230,0,1907,0,1950000
1200,2,95,0,519000
1210,3,75,0,434500
5324,7,500,0,2850000
8160,3,81,0,287820
9500,0,0,0,4400000
1220,5,122,102,749000
1100,0,0,0,650000
4851,11,350,0,550000
4040,3,82,0,460000
7423,0,1332,0,115000
3002,4,103,0,550000
3002,4,103,0,590000
3002,4,103,0,570000
1170,3,87,0,450000
2351,2,38,0,21964125
2351,2,33,0,1927605
2351,2,33,0,19372275
2351,2,32,0,1927515
4931,0,110,0,17918
4931,0,2535,0,3415
9400,0,183,0,530000
3710,0,4860,0,403692
2371,0,364,0,890000
1030,3,72,0,490000
6371,3,208,0,4550000
1230,15,39,0,243300
1230,2,43,0,292000
1230,4,68,0,437000
1230,3,71,0,453700
1230,3,55,0,340800
1110,0,0,0,0
1110,3,81,0,490000
1230,2,63,0,438500
1230,2,48,0,386000
1140,4,132,0,1099000
1030,3,81,0,617760
1030,3,79,0,804870
1030,4,101,0,1039940
1030,3,69,0,793320
1030,3,69,0,771320
1030,3,69,0,771100
1030,3,71,0,742280
1030,2,58,0,599390
1030,2,64,0,459580
1030,1,71,0,427570
1220,2,53,0,649500
1030,3,89,0,841500
1030,4,119,0,1178430
8401,4,80,0,314355
1030,0,0,0,0
8401,3,68,0,274167
8401,3,63,0,28415262
1220,45,111,0,0
1210,3,47,0,50300002
1210,4,67,0,48400002
1210,3,53,0,35900002
1210,3,59,0,38000002
1210,3,51,0,33000002
1210,3,49,0,31900002
1210,4,62,0,37500002
1210,3,49,0,45500002
1210,3,51,0,33100002
1210,3,47,0,32100101
1210,3,48,0,32500002
1210,4,64,0,42000002
1210,3,49,0,31600002
8341,0,0,0,330000
7024,0,400,0,105000
1120,2,59,0,239000
2500,1,35,0,159000
7502,4,118,0,358259
7350,0,215,0,239000
6500,0,0,0,320500
9753,22,760,0,0
5300,4,112,0,619000
6134,4,84,0,0
5753,1,30,0,184000
5753,1,29,0,175250
6500,5,150,50,449000
6134,0,0,0,26000
5753,1,27,0,155000
5753,1,32,0,180600
5753,1,27,0,161000
5753,1,32,0,188000
1150,0,39,0,159000
1210,25,62,0,245000
9220,4,110,0,340000
1070,1,30,0,290000
1030,23,68,0,0
1020,2,67,0,345000
4655,0,108,0,310000
4655,0,108,0,290000
4020,2,63,0,255000
1210,2,51,0,190000
7201,0,155,0,279000
1180,1,26,0,169000
1120,3,69,0,370900
1120,2,42,0,225200
1220,0,426,0,1120000
1120,3,79,0,395000
6323,5,110,0,7499004
6323,55,120,0,7999008
8403,7,301,0,590000
2231,5,440,0,550000
8630,6,121,0,570000
8045,25,60,0,175000
2371,0,360,0,890000
9400,6,185,0,530000
2371,0,360,0,890000
9400,6,185,0,530000
3041,5,0,0,362400
1120,3,67,0,334300
1120,3,66,0,324300
1120,2,53,0,305600
7400,5,180,100,269000
1030,4,100,0,800000
1220,3,74,0,379000
8047,15,40,0,150000
1100,2,41,0,214000
1190,4,165,0,1025000
1220,4,124,0,598000
9754,35,69,0,228000
9771,35,69,0,242000
4050,3,75,0,377000
4050,3,75,0,385000
4050,3,75,0,374000
4050,2,47,0,241000
4050,2,65,0,330000
3720,3,120,0,280000
1210,4,141,0,497000
8051,1,30,0,85000
4048,5,145,186,634000
1020,45,137,0,901000
5020,0,850,0,1390000
5020,5,113,0,510000
5730,2,70,0,996000
2751,9,184,0,514990
1210,4,130,0,97000
8160,3,66,0,244950
1010,9,236,0,2200000
8047,0,171,0,989000
6063,2,50,0,210000
2340,55,127,0,0
2340,5,127,0,669000
1220,4,130,0,98000
2283,0,126,28,365000
8111,3,125,0,483107
9020,6,142,0,682000
9020,6,142,0,682000
8511,0,300,0,750000
1220,4,95,0,523410
6352,3,69,0,717500
1140,2,69,0,540000
9161,0,1318,0,220000
9543,55,146,0,250000
8111,4,145,0,527169
4060,3,74,0,269000
1220,2,66,0,409900
9020,0,447,0,780000
3295,0,1306,0,150000
1030,3,83,0,599000
5111,0,118,0,650000
2630,6,205,0,710000
2630,6,205,0,610000
1140,3,78,0,369000
1140,3,78,0,369000
2405,10,360,0,299000
2700,8,220,0,545000
1030,4,97,0,665000
1030,4,97,0,673000
1030,3,94,0,706000
9900,2,55,0,168500
1030,2,67,0,379000
4600,4,98,0,383580
4600,3,77,0,305400
6352,4,117,0,2075000
5232,0,1879,0,350000
8052,0,12,0,0
7543,0,155,0,151000
1030,2,68,0,559000
1030,3,87,0,724000
1190,0,0,0,0
1140,0,0,0,0
1190,0,0,0,0
1060,0,0,0,0
1140,0,0,0,0
1060,0,0,0,0
1190,0,0,0,0
1180,25,75,0,379000
9500,0,934,0,97900
7132,0,207,0,485000
6460,5,126,0,395000
8020,0,61,0,190000
1140,0,40,0,260148
1140,0,60,0,307051
3011,5,190,0,750000
1220,4,122,0,750000
9811,23,73,0,0
1060,4,90,0,580000
4600,4,125,0,435000
1030,2,69,0,541000
4780,35,98,0,380000
7202,2,36,0,108500
8020,0,30,0,0
1150,2,54,0,249989
1150,2,54,0,249990
5700,1,23,0,199900
5700,1,36,0,279900
1210,24,45,0,0
1130,33,67,0,0
2325,7,180,0,520000
2560,3,75,0,193000
1140,0,91,0,667420
8413,4,76,0,404275
8413,2,45,0,240845
8243,6,200,0,275000
8454,0,1000,0,0
2000,2,70,0,289695
4040,4,116,0,759000
4400,0,100,0,0
6352,4,206,59,2790000
6800,4,90,0,350000
9805,0,20257,0,0
2371,0,364,0,890000
9400,0,183,0,530000
4664,35,115,0,437000
2325,6,133,0,545002
2325,6,133,0,555002
2325,66,132,0,0
2325,6,133,0,555002
2325,6,133,0,545000
2325,6,132,0,555002
2325,6,132,0,560002
2325,6,133,0,565000
1050,12,30,0,0
1130,2,55,0,319000
1030,4,115,0,89900005
1030,4,115,0,899000
8020,2,53,0,210000
1110,23,51,0,0
2620,3,100,450,345000
1230,0,66,0,430000
1100,4,87,0,530000
7551,145,208,0,199000
7534,145,208,0,199000
2401,6,186,0,749000
8280,4,112,0,299000
7000,7,300,0,699000
7100,3,67,0,399900
6352,3,65,0,495000
3372,4,205,0,295000
9552,3,160,0,0
1130,0,0,0,50000
8551,0,105,0,385000
1140,2,54,0,189000
4810,4,66,0,530000
4810,3,70,0,340000
5700,2,59,0,349000
8510,3,53,0,164990
3500,0,255,0,1198000
8330,2,50,0,97000
1110,2,58,0,239000
8953,85,150,0,250000
4854,3,66,0,1346000
1020,6,294,0,4259000
1020,6,294,0,4259000
7083,2,27,0,29500
2821,3,143,0,620800
7100,4,92,0,610000
2542,2,54,0,19832963
8020,1,35,0,127500
8041,1,36,0,144000
8045,6,290,0,849000
8043,2,60,0,268000
8010,2,56,0,560000
8740,8,221,0,250000
8151,5,119,176,419000
8020,3,71,0,270000
8501,4,107,0,325000
8530,8,280,0,899000
9020,4,87,0,220000
7100,26,55,0,0
1190,4,123,0,1740500
1190,7,256,0,2690000
1130,4,130,0,0
1130,4,130,0,0
1130,4,130,0,0
3425,0,1500,0,990000
2326,8,330,0,1490000
2301,3,85,0,549000
9535,2,43,0,189000
2261,7,183,0,325000
6073,5,180,50,1350000
3011,4,99,0,489810
1190,0,130,0,0
1110,1,32,0,174000
1110,1,32,0,174000
1110,13,32,0,0
1110,3,70,0,367000
1110,3,70,0,367000
1110,2,61,0,314800
1110,2,61,0,314800
1110,1,32,0,174000
1110,1,32,0,174000
1110,2,74,0,374400
8313,4,129,0,359000
7472,0,286,0,110000
8010,2,58,0,299000
1140,4,110,0,398000
4150,8,217,1205,0
2136,0,150,72,270000
2136,0,150,72,270000
2136,0,150,72,270000
2136,0,150,72,270000
9560,0,1000,0,132500
3512,5,125,0,475170
5110,4,118,0,549000
1010,5,350,0,0
5110,3,113,0,599000
1220,2,66,0,3890001
1220,3,88,0,4600001
1220,2,55,0,2850001
1220,2,50,0,2990001
1220,3,95,0,5300001
1220,2,53,0,2690001
1190,12,468,0,4250000
5020,7,127,111,1400000
6973,2,49,0,0
6923,0,0,0,0
6973,4,112,0,0
6973,4,87,0,0
6973,3,69,0,0
6973,3,68,0,465000
6973,3,68,0,476000
6973,3,59,0,393000
6973,4,81,0,565000
6973,3,59,0,385000
6973,3,69,0,0
6973,4,81,0,540000
6973,3,69,0,463000
6845,6,126,112,0
9344,35,115,0,300000
7522,0,2550,0,99900
7502,4,118,0,358259
8101,0,414,0,1200000
9400,0,1000,0,0
2020,2,50,0,164690
2020,2,50,0,166142
8283,0,995,0,97510
5311,3,85,0,1149000
5311,4,94,0,1344000
5311,4,94,0,1347000
4020,4,183,0,999000
2500,17,770,0,0
1140,0,1129,0,679000
7531,0,0,0,1464449
7000,8,1000,0,3200000
4072,6,200,0,298000
5500,2,54,0,231400
2551,3,57,0,160000
4271,65,162,0,365000
1220,2,50,0,454707
1220,2,46,0,424144
1220,3,72,0,663570
1220,2,49,0,465718
3100,3,84,0,179000
9061,4,123,105,399000
9231,0,9800,0,320000
1220,2,50,0,450205
4060,8,144,0,595000
8223,0,35,0,139000
1210,2,48,0,185000
1220,5,140,124,1015290
1020,8,285,0,0
2020,55,148,600,549000
1190,1,35,0,320000
1140,4,105,0,845000
1100,4,69,0,499000
1100,4,69,0,499000
2353,4,240,0,1050000
1220,3,85,0,483000
1220,3,98,0,598000
1220,4,120,0,645000
1220,4,120,0,645000
1220,3,85,0,483000
1220,3,59,0,457000
1220,3,59,0,358000
1220,2,49,0,299000
1220,3,59,0,358000
1220,3,98,0,598000
1190,24,56,0,0
8230,0,95,0,285000
8295,0,84,0,265000
8230,0,62,0,189000
6370,0,385,0,0
7350,3,120,50,290500
1140,2,68,0,550000
1140,2,69,0,540000
1020,2,55,0,380160
1160,3,79,0,557375
1160,2,43,0,282352
1220,44,79,0,0
1110,2,57,0,297700
1110,4,107,0,521900
1220,66,120,0,0
1230,3,63,0,406000
1230,2,48,0,310000
1230,2,48,0,310000
7100,0,1011,0,520000
7122,0,831,0,307470
1220,2,41,0,295850
1210,4,103,0,49776003
3400,3,85,0,387000
4655,2,64,0,222000
4655,4,106,0,334800
4655,4,106,0,336000
4655,2,64,0,222000
4655,2,106,0,312000
1190,6,240,520,3000000
1190,0,515,0,3000000
8940,4,94,0,279000
1080,3,76,0,684000
8323,3,54,0,194450
8323,2,46,0,163390
8200,2,50,0,199000
9082,2,0,0,1771000
3500,4,95,96,0
3500,3,78,0,0
3500,3,69,0,0
5452,3,77,0,430000
5452,3,101,0,560000
5452,2,47,0,195000
5452,3,76,0,420000
2483,2,71,0,255000
1170,2,42,0,231000
8041,3,101,0,239000
2500,5,175,0,850000
2500,4,175,0,750000
1160,0,81,174,745000
6020,4,129,0,1145000
8053,3,75,0,239900
8052,4,150,0,550000
6150,3,83,0,385000
6150,4,94,0,432000
8020,1,35,0,127500
8051,8,350,0,1950000
8071,7,296,0,875000
8101,3,77,0,290000
8101,3,84,0,299000
1220,3,109,0,760000
2351,3,70,0,245000
1200,3,78,0,365900
1020,3,79,0,475000
7000,0,564,0,489000
7201,3,85,0,186000
1080,6,243,0,1990000
2333,14,38,0,0
2333,2,41,0,249641
2333,1,47,0,298777
1110,2,51,0,269502
1050,35,100,0,550000
2700,0,262,0,698000
1060,45,102,0,499900
1080,4,205,0,1570000
8020,0,600,0,1170000
3400,2,62,0,0
9064,0,110,0,1290000
9872,2,42,0,330000
9872,2,67,0,465000
9020,0,0,0,7000
9872,3,155,0,1285000
9872,24,42,0,0
9872,3,108,0,875000
2540,4,105,72,449000
2540,4,105,72,449000
1130,2,53,0,295000
1190,2,63,0,499000
1190,3,63,0,499000
1020,3,82,0,569800
1190,3,80,0,499000
4020,3,63,0,426700
4020,3,59,0,400200
4020,3,63,0,426400
4020,2,40,0,255300
4020,3,67,0,457400
4020,3,63,0,406600
4020,2,40,0,255300
4020,3,63,0,426200
1100,3,67,0,319000
4612,2,62,0,215000
4040,5,164,0,650000
1220,4,125,0,691000
6130,2,73,0,478000
5020,2,92,0,890000
5020,3,74,0,549000
5303,4,78,0,455000
5020,0,726,0,3499000
5110,4,96,0,439000
3400,3,68,0,399000
3400,3,67,0,376000
3400,2,51,0,264000
3400,2,51,0,258000
3400,15,36,0,208000
3400,2,38,0,203000
3400,2,40,0,210000
3400,2,40,0,202000
3400,2,45,0,240000
3400,4,93,0,519000
8054,3,54,0,231235
2201,44,137,0,0
2130,55,127,0,0
1190,2,61,0,499000
1110,4,98,0,565100
1110,2,40,0,228800
1110,2,45,0,243500
1140,0,70,0,364075
8272,0,124,0,315000
4812,4,77,0,309000
1190,5,197,0,1450000
1020,2,53,0,529000
8054,3,79,0,324000
2500,5,131,0,785000
2500,7,215,0,1380000
2500,3,76,0,495000
6020,0,11,0,0
2751,4,123,861,449000
4612,5,130,229,445000
4612,5,125,137,439000
6330,34,81,0,0
6330,4,97,0,0
1210,3,85,0,349000
4050,25,86,0,294000
4020,3,74,0,264000
9100,3,76,0,259000
4040,35,85,0,420000
2391,3,80,0,299000
1030,3,90,0,598700
2351,1,36,0,20637625
2351,13,30,0,0
2351,1,30,0,19466625
2351,1,32,0,200625
2351,2,38,0,2750535
2351,3,49,0,292710
1150,2,70,0,449900
1220,3,68,0,459000
1220,3,58,0,279000
1150,3,106,0,749900
1220,2,40,0,209000
1150,2,56,0,549900
1220,1,42,0,279000
1150,2,62,0,419900
1220,2,39,0,209000
1220,3,68,0,339000
1220,2,53,0,259000
1220,2,76,0,399000
1220,3,80,0,499000
2351,2,0,0,363400
2351,2,40,0,254388
2351,1,35,0,206800
2351,1,0,0,187600
2351,3,60,0,3634675
2351,1,32,0,19178025
2351,2,35,0,20737575
2351,1,30,0,19466625
2351,1,32,0,19178025
2351,2,35,0,20594825
2351,2,38,0,21959075
2351,1,37,0,225207
8075,1,22,0,103522
2351,1,37,0,230394
2351,1,31,0,182863
2351,2,49,0,315081
2351,1,35,0,211090
2351,1,30,0,199728
2351,15,38,0,2581245
2351,1,30,0,2202765
2351,1,30,0,186276
2351,1,34,0,194975
2351,1,30,0,179740
2351,1,35,0,211860
2351,1,35,0,206800
2351,1,36,0,213785
2351,1,45,0,290180
2351,1,34,0,194975
2351,3,50,0,296615
2351,1,36,0,208725
2351,1,36,0,213015
2351,2,40,0,262570
2351,1,42,0,294030
2351,1,31,0,181665
2351,1,31,0,175230
2351,1,40,0,221650
2351,2,53,0,33255915
2351,2,41,0,236060
2351,1,31,0,1854845
2351,2,40,0,245630
2351,15,36,0,25832125
2351,2,36,0,211566
2351,2,31,0,1848705
2351,1,36,0,209110
2351,3,52,0,3879733
9535,2,54,0,189000
1170,0,226,0,640000
8053,4,105,0,315000
9130,5,244,0,485000
8580,3,85,400,268000
4501,0,1295,0,206000
8111,16,520,0,1150000
3400,2,33,0,235000
3400,4,137,0,950000
3400,3,85,0,585000
3400,7,145,0,1070000
3400,3,73,0,560000
3400,4,98,0,765000
3400,5,160,0,970000
3400,4,173,0,1280000
3400,2,41,0,255000
3400,4,105,0,660000
3400,2,42,0,275000
